"V1","V2","ID1","pi","nSNP"
"Mp7g16200.1","KEGG:K11253:H3, histone H3; KOG:KOG1745:Histones H3 and H4, [B]; SUPERFAMILY:SSF47113:Histone-fold; ProSitePatterns:PS00322:Histone H3 signature 1.; G3DSA:1.10.20.10:Histone; PANTHER:PTHR11426:HISTONE H3; Pfam:PF00125:Core histone H2A/H2B/H3/H4; ProSitePatterns:PS00959:Histone H3 signature 2.; PRINTS:PR00622:Histone H3 signature; SMART:SM00428:h35; PTHR11426:SF198; MobiDBLite:consensus disorder prediction; GO:0000786:nucleosome; GO:0046982:protein heterodimerization activity; GO:0003677:DNA binding; MapolyID:Mapoly0123s0001","Mp7g16200","0.0013813455"," 7"
"Mp7g16210.1","MapolyID:Mapoly0123s0002","Mp7g16210","0.0005079363"," 4"
"Mp7g16220.1","KOG:KOG0513:Ca2+-independent phospholipase A2, [I]; Pfam:PF01734:Patatin-like phospholipase; PANTHER:PTHR32241:PATATIN-LIKE PROTEIN 6; G3DSA:3.40.1090.10:Cytosolic phospholipase A2 catalytic domain; SUPERFAMILY:SSF52151:FabD/lysophospholipase-like; PTHR32241:SF3:PATATIN-LIKE PROTEIN 6; Coils:Coil; ProSiteProfiles:PS51635:Patatin-like phospholipase (PNPLA) domain profile.; GO:0006629:lipid metabolic process; MapolyID:Mapoly0123s0003","Mp7g16220","0.0004444443"," 4"
"Mp7g16220.2","KOG:KOG0513:Ca2+-independent phospholipase A2, [I]; Pfam:PF01734:Patatin-like phospholipase; G3DSA:3.40.1090.10:Cytosolic phospholipase A2 catalytic domain; PTHR32241:SF3:PATATIN-LIKE PROTEIN 6; SUPERFAMILY:SSF52151:FabD/lysophospholipase-like; ProSiteProfiles:PS51635:Patatin-like phospholipase (PNPLA) domain profile.; PANTHER:PTHR32241:PATATIN-LIKE PROTEIN 6; GO:0006629:lipid metabolic process; MapolyID:Mapoly0123s0003","Mp7g16220","0.0004444443"," 4"
"Mp7g16230.1","KOG:KOG1603:Copper chaperone, [P]; Pfam:PF00403:Heavy-metal-associated domain; G3DSA:3.30.70.100; PTHR22814:SF272; SUPERFAMILY:SSF55008:HMA, heavy metal-associated domain; PANTHER:PTHR22814:COPPER TRANSPORT PROTEIN ATOX1-RELATED; CDD:cd00371:HMA; GO:0046872:metal ion binding; MapolyID:Mapoly0123s0004","Mp7g16230","0.0005714290"," 4"
"Mp7g16240.1","KEGG:K21805:METTL21C, protein N-lysine methyltransferase METTL21C [EC:2.1.1.-]; KOG:KOG2793:Putative N2,N2-dimethylguanosine tRNA methyltransferase, N-term missing, C-term missing, [A]; MobiDBLite:consensus disorder prediction; PANTHER:PTHR14614:HEPATOCELLULAR CARCINOMA-ASSOCIATED ANTIGEN; Pfam:PF10294:Lysine methyltransferase; CDD:cd02440:AdoMet_MTases; PTHR14614:SF115; SUPERFAMILY:SSF53335:S-adenosyl-L-methionine-dependent methyltransferases; MapolyID:Mapoly0123s0005","Mp7g16240","0.0026990232","42"
"Mp7g16250.1","KOG:KOG1187:Serine/threonine protein kinase, [T]; CDD:cd14066:STKc_IRAK; G3DSA:3.30.60.10; Pfam:PF00069:Protein kinase domain; ProSiteProfiles:PS50941:Chitin-binding type-1 domain profile.; ProSitePatterns:PS00108:Serine/Threonine protein kinases active-site signature.; SMART:SM00220:serkin_6; ProSiteProfiles:PS50011:Protein kinase domain profile.; ProSitePatterns:PS00026:Chitin recognition or binding domain signature.; SUPERFAMILY:SSF56112:Protein kinase-like (PK-like); G3DSA:3.30.200.20:Phosphorylase Kinase, domain 1; SUPERFAMILY:SSF57016:Plant lectins/antimicrobial peptides; PANTHER:PTHR47974:OS07G0415500 PROTEIN; CDD:cd00035:ChtBD1; MobiDBLite:consensus disorder prediction; Pfam:PF00187:Chitin recognition protein; G3DSA:1.10.510.10:Transferase(Phosphotransferase) domain 1; SMART:SM00270:ChitinBD_3; ProSitePatterns:PS00107:Protein kinases ATP-binding region signature.; GO:0005524:ATP binding; GO:0006468:protein phosphorylation; GO:0008061:chitin binding; GO:0004672:protein kinase activity; MapolyID:Mapoly0123s0006","Mp7g16250","0.0012621988","14"
"Mp7g16260.1","KOG:KOG0065:Pleiotropic drug resistance proteins (PDR1-15), ABC superfamily, [Q]; ProSiteProfiles:PS50893:ATP-binding cassette, ABC transporter-type domain profile.; MobiDBLite:consensus disorder prediction; SMART:SM00382:AAA_5; SUPERFAMILY:SSF52540:P-loop containing nucleoside triphosphate hydrolases; Pfam:PF01061:ABC-2 type transporter; G3DSA:3.40.50.300; PANTHER:PTHR19241:ATP-BINDING CASSETTE TRANSPORTER; PTHR19241:SF630:ATP-BINDING CASSETTE TRANSPORTER; Pfam:PF00005:ABC transporter; GO:0005524:ATP binding; GO:0016020:membrane; MapolyID:Mapoly0123s0008","Mp7g16260",NA,NA
"Mp7g16270.1","KOG:KOG1427:Uncharacterized conserved protein, contains RCC1 domain, C-term missing, [S]; ProSitePatterns:PS00626:Regulator of chromosome condensation (RCC1) signature 2.; G3DSA:2.130.10.30; ProSiteProfiles:PS50012:Regulator of chromosome condensation (RCC1) repeat profile.; SUPERFAMILY:SSF50985:RCC1/BLIP-II; PTHR22870:SF382:REGULATOR OF CHROMOSOME CONDENSATION (RCC1) FAMILY PROTEIN; MobiDBLite:consensus disorder prediction; Pfam:PF13540:Regulator of chromosome condensation (RCC1) repeat; PRINTS:PR00633:Chromosome condensation regulator RCC1 signature; PANTHER:PTHR22870:REGULATOR OF CHROMOSOME CONDENSATION; Pfam:PF00415:Regulator of chromosome condensation (RCC1) repeat; MapolyID:Mapoly0123s0009","Mp7g16270","0.0013573173","18"
"Mp7g16280.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0123s0010","Mp7g16280","0.0042230933","29"
"Mp7g16280.2","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0123s0010","Mp7g16280","0.0042230933","29"
"Mp7g16290.1","PANTHER:PTHR34967:OS02G0257200 PROTEIN; MapolyID:Mapoly0123s0011","Mp7g16290","0.0015238100","12"
"Mp7g16300.1","KEGG:K09422:MYBP, transcription factor MYB, plant; KOG:KOG0048:Transcription factor, Myb superfamily, [K]; MobiDBLite:consensus disorder prediction; G3DSA:1.10.10.60; ProSiteProfiles:PS51294:Myb-type HTH DNA-binding domain profile.; Pfam:PF00249:Myb-like DNA-binding domain; CDD:cd00167:SANT; PANTHER:PTHR45614:MYB PROTEIN-RELATED; PTHR45614:SF76:TRANSCRIPTION FACTOR MYB124; SUPERFAMILY:SSF46689:Homeodomain-like; SMART:SM00717:sant; MapolyID:Mapoly0123s0012; MPGENES:MpR2R3-MYB18:transcription factor, MYB","Mp7g16300","0.0012024558","26"
"Mp7g16310.1","KOG:KOG2369:Lecithin:cholesterol acyltransferase (LCAT)/Acyl-ceramide synthase, [I]; Pfam:PF02450:Lecithin:cholesterol acyltransferase; SUPERFAMILY:SSF53474:alpha/beta-Hydrolases; PANTHER:PTHR11440:LECITHIN-CHOLESTEROL ACYLTRANSFERASE-RELATED; PTHR11440:SF51:LECITHIN-CHOLESTEROL ACYLTRANSFERASE-LIKE 1; GO:0006629:lipid metabolic process; GO:0008374:O-acyltransferase activity; MapolyID:Mapoly0123s0013","Mp7g16310","0.0008929308","10"
"Mp7g16320.1","KOG:KOG1139:Predicted ubiquitin-protein ligase of the N-recognin family, [O]; KOG:KOG1140:N-end rule pathway, recognition component UBR1, N-term missing, [O]; CDD:cd16482:RING-H2_UBR1_like; Pfam:PF18995:Proteolysis_6 C-terminal; MobiDBLite:consensus disorder prediction; G3DSA:2.10.110.30; SUPERFAMILY:SSF46785:Winged helix DNA-binding domain; ProSiteProfiles:PS51157:Zinc finger UBR-type profile.; G3DSA:1.10.10.2670; PTHR21497:SF50:E3 UBIQUITIN-PROTEIN LIGASE; PANTHER:PTHR21497:UBIQUITIN LIGASE E3 ALPHA-RELATED; Coils:Coil; SMART:SM00396:push_1; Pfam:PF02207:Putative zinc finger in N-recognin (UBR box); GO:0071596:ubiquitin-dependent protein catabolic process via the N-end rule pathway; GO:0061630:ubiquitin protein ligase activity; GO:0008270:zinc ion binding; MapolyID:Mapoly0123s0014","Mp7g16320","0.0017947483","71"
"Mp7g16330.1","KOG:KOG2088:Predicted lipase/calmodulin-binding heat-shock protein, N-term missing, C-term missing, [IOT]; Pfam:PF01764:Lipase (class 3); MobiDBLite:consensus disorder prediction; G3DSA:3.40.50.1820; PANTHER:PTHR47030:LIPASE CLASS 3 FAMILY PROTEIN; SUPERFAMILY:SSF53474:alpha/beta-Hydrolases; CDD:cd00519:Lipase_3; GO:0006629:lipid metabolic process; MapolyID:Mapoly0123s0015","Mp7g16330","0.0020002582","36"
"Mp7g16330.2","KOG:KOG2088:Predicted lipase/calmodulin-binding heat-shock protein, N-term missing, C-term missing, [IOT]; SUPERFAMILY:SSF53474:alpha/beta-Hydrolases; PANTHER:PTHR47030:LIPASE CLASS 3 FAMILY PROTEIN; MobiDBLite:consensus disorder prediction; CDD:cd00519:Lipase_3; Pfam:PF01764:Lipase (class 3); G3DSA:3.40.50.1820; GO:0006629:lipid metabolic process; MapolyID:Mapoly0123s0015","Mp7g16330","0.0020002582","36"
"Mp8g07750.1","MapolyID:Mapoly0013s0020","Mp8g07750","0.0016666675"," 7"
"Mp8g07750.2","MapolyID:Mapoly0013s0020","Mp8g07750","0.0016666675"," 7"
"Mp8g07760.1","KEGG:K14686:SLC31A1, CTR1, solute carrier family 31 (copper transporter), member 1; KOG:KOG3386:Copper transporter, [P]; PANTHER:PTHR12483:SOLUTE CARRIER FAMILY 31  COPPER TRANSPORTERS; MobiDBLite:consensus disorder prediction; Pfam:PF04145:Ctr copper transporter family; PTHR12483:SF27:COPPER TRANSPORTER 1A, ISOFORM C-RELATED; GO:0035434:copper ion transmembrane transport; GO:0016021:integral component of membrane; GO:0005375:copper ion transmembrane transporter activity; MapolyID:Mapoly0013s0019","Mp8g07760","0.0006350023"," 5"
"Mp8g07770.1","KEGG:K04799:FEN1, RAD2, flap endonuclease-1 [EC:3.-.-.-]; KOG:KOG2519:5'-3' exonuclease, N-term missing, C-term missing, [L]; G3DSA:3.40.50.1010; PANTHER:PTHR11081:FLAP ENDONUCLEASE FAMILY MEMBER; SUPERFAMILY:SSF47807:5' to 3' exonuclease, C-terminal subdomain; SMART:SM00279:HhH_4; PTHR11081:SF9:FLAP ENDONUCLEASE 1; GO:0003824:catalytic activity; GO:0003677:DNA binding; MapolyID:Mapoly0013s0018","Mp8g07770","0.0014285750","10"
"Mp8g07780.1","PANTHER:PTHR35284:OUTER ENVELOPE PORE PROTEIN 24A, CHLOROPLASTIC-RELATED; PTHR35284:SF1:OUTER ENVELOPE PORE PROTEIN 24A, CHLOROPLASTIC-RELATED; GO:0034765:regulation of ion transmembrane transport; GO:0022843:voltage-gated cation channel activity; MapolyID:Mapoly0013s0017","Mp8g07780","0.0006428580"," 9"
"Mp8g07790.1","KEGG:K10740:RPA3, replication factor A3; SUPERFAMILY:SSF50249:Nucleic acid-binding proteins; PTHR47058:SF3:REPLICATION PROTEIN A 14 KDA SUBUNIT A-RELATED; PANTHER:PTHR47058:REPLICATION PROTEIN A 14 KDA SUBUNIT A-RELATED; Pfam:PF08661:Replication factor A protein 3; G3DSA:2.40.50.140; GO:0005634:nucleus; GO:0006281:DNA repair; GO:0003677:DNA binding; GO:0006310:DNA recombination; GO:0006260:DNA replication; MapolyID:Mapoly0013s0016","Mp8g07790","0.0014761913","11"
"Mp8g07800.1","KOG:KOG4441:Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes, N-term missing, [TR]; SMART:SM00612:kelc_smart; SUPERFAMILY:SSF117281:Kelch motif; PTHR46407:SF3:OS02G0208700 PROTEIN; MobiDBLite:consensus disorder prediction; PANTHER:PTHR46407:OS02G0208700 PROTEIN; G3DSA:2.120.10.80; Pfam:PF01344:Kelch motif; GO:2000762:regulation of phenylpropanoid metabolic process; GO:0005515:protein binding; GO:0080037:negative regulation of cytokinin-activated signaling pathway; MapolyID:Mapoly0013s0015","Mp8g07800","0.0011240048","15"
"Mp8g07810.1","MobiDBLite:consensus disorder prediction; PANTHER:PTHR36805:AGENET DOMAIN-CONTAINING PROTEIN; SMART:SM00384:AT_hook_2; SMART:SM00743:agenet_At_2; Pfam:PF05641:Agenet domain; PRINTS:PR00929:AT-hook-like domain signature; GO:0003677:DNA binding; MapolyID:Mapoly0013s0014","Mp8g07810","0.0008095925"," 8"
"Mp8g07820.1","KEGG:K03878:ND1, NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2]; KOG:KOG4770:NADH dehydrogenase subunit 1, N-term missing, C-term missing, [C]; PANTHER:PTHR11432:NADH DEHYDROGENASE SUBUNIT 1; Pfam:PF00146:NADH dehydrogenase; GO:0016020:membrane; MapolyID:Mapoly0013s0013","Mp8g07820","0.0005714290"," 2"
"Mp8g07830.1","KEGG:K00615:E2.2.1.1, tktA, tktB, transketolase [EC:2.2.1.1]; KOG:KOG0523:Transketolase, [G]; G3DSA:3.40.50.970; SUPERFAMILY:SSF52518:Thiamin diphosphate-binding fold (THDP-binding); CDD:cd07033:TPP_PYR_DXS_TK_like; ProSitePatterns:PS00801:Transketolase signature 1.; SMART:SM00861:Transket_pyr_3; Pfam:PF00456:Transketolase, thiamine diphosphate binding domain; TIGRFAM:TIGR00232:tktlase_bact: transketolase; Pfam:PF02779:Transketolase, pyrimidine binding domain; SUPERFAMILY:SSF52922:TK C-terminal domain-like; CDD:cd02012:TPP_TK; G3DSA:3.40.50.920; ProSitePatterns:PS00802:Transketolase signature 2.; Pfam:PF02780:Transketolase, C-terminal domain; PTHR43522:SF12:TRANSKETOLASE, CHLOROPLASTIC; PANTHER:PTHR43522:TRANSKETOLASE; GO:0004802:transketolase activity; GO:0003824:catalytic activity; MapolyID:Mapoly0013s0012","Mp8g07830","0.0004285715"," 2"
"Mp8g07830.2","KEGG:K00615:E2.2.1.1, tktA, tktB, transketolase [EC:2.2.1.1]; KOG:KOG0523:Transketolase, [G]; SUPERFAMILY:SSF52518:Thiamin diphosphate-binding fold (THDP-binding); CDD:cd02012:TPP_TK; PTHR43522:SF14:TRANSKETOLASE-1, CHLOROPLASTIC; SUPERFAMILY:SSF52922:TK C-terminal domain-like; Pfam:PF00456:Transketolase, thiamine diphosphate binding domain; TIGRFAM:TIGR00232:tktlase_bact: transketolase; CDD:cd07033:TPP_PYR_DXS_TK_like; Pfam:PF02779:Transketolase, pyrimidine binding domain; ProSitePatterns:PS00802:Transketolase signature 2.; G3DSA:3.40.50.970; Pfam:PF02780:Transketolase, C-terminal domain; PANTHER:PTHR43522:TRANSKETOLASE; SMART:SM00861:Transket_pyr_3; G3DSA:3.40.50.920; GO:0004802:transketolase activity; GO:0003824:catalytic activity; MapolyID:Mapoly0013s0012","Mp8g07830","0.0004285715"," 2"
"Mp8g07840.1","KOG:KOG0148:Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily), [AJ]; CDD:cd12345:RRM2_SECp43_like; ProSiteProfiles:PS50102:Eukaryotic RNA Recognition Motif (RRM) profile.; MobiDBLite:consensus disorder prediction; PTHR47640:SF6:POLYADENYLATE-BINDING PROTEIN RBP45A-RELATED; CDD:cd12346:RRM3_NGR1_NAM8_like; SUPERFAMILY:SSF54928:RNA-binding domain, RBD; CDD:cd12344:RRM1_SECp43_like; G3DSA:3.30.70.330; SMART:SM00360:rrm1_1; PANTHER:PTHR47640:TRNA SELENOCYSTEINE 1-ASSOCIATED PROTEIN 1-RELATED-RELATED; Pfam:PF00076:RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); GO:0003676:nucleic acid binding; MapolyID:Mapoly0013s0011","Mp8g07840","0.0010001250","20"
"Mp8g07840.2","KOG:KOG0148:Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily), [AJ]; ProSiteProfiles:PS50102:Eukaryotic RNA Recognition Motif (RRM) profile.; CDD:cd12345:RRM2_SECp43_like; G3DSA:3.30.70.330; SMART:SM00360:rrm1_1; SUPERFAMILY:SSF54928:RNA-binding domain, RBD; MobiDBLite:consensus disorder prediction; PANTHER:PTHR47640:TRNA SELENOCYSTEINE 1-ASSOCIATED PROTEIN 1-RELATED-RELATED; Pfam:PF00076:RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); CDD:cd12344:RRM1_SECp43_like; PTHR47640:SF6:POLYADENYLATE-BINDING PROTEIN RBP45A-RELATED; CDD:cd12346:RRM3_NGR1_NAM8_like; GO:0003676:nucleic acid binding; MapolyID:Mapoly0013s0011","Mp8g07840","0.0010001250","20"
"Mp8g07840.3","KOG:KOG0148:Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily), [AJ]; ProSiteProfiles:PS50102:Eukaryotic RNA Recognition Motif (RRM) profile.; CDD:cd12345:RRM2_SECp43_like; G3DSA:3.30.70.330; SMART:SM00360:rrm1_1; MobiDBLite:consensus disorder prediction; PANTHER:PTHR47640:TRNA SELENOCYSTEINE 1-ASSOCIATED PROTEIN 1-RELATED-RELATED; CDD:cd12344:RRM1_SECp43_like; PTHR47640:SF6:POLYADENYLATE-BINDING PROTEIN RBP45A-RELATED; SUPERFAMILY:SSF54928:RNA-binding domain, RBD; CDD:cd12346:RRM3_NGR1_NAM8_like; Pfam:PF00076:RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); GO:0003676:nucleic acid binding; MapolyID:Mapoly0013s0011","Mp8g07840","0.0010001250","20"
"Mp8g07840.4","KOG:KOG0148:Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily), [AJ]; MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS50102:Eukaryotic RNA Recognition Motif (RRM) profile.; CDD:cd12345:RRM2_SECp43_like; SMART:SM00360:rrm1_1; G3DSA:3.30.70.330; CDD:cd12344:RRM1_SECp43_like; PTHR47640:SF6:POLYADENYLATE-BINDING PROTEIN RBP45A-RELATED; PANTHER:PTHR47640:TRNA SELENOCYSTEINE 1-ASSOCIATED PROTEIN 1-RELATED-RELATED; CDD:cd12346:RRM3_NGR1_NAM8_like; SUPERFAMILY:SSF54928:RNA-binding domain, RBD; Pfam:PF00076:RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); GO:0003676:nucleic acid binding; MapolyID:Mapoly0013s0011","Mp8g07840","0.0010001250","20"
"Mp8g07840.5","KOG:KOG0148:Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily), [AJ]; CDD:cd12345:RRM2_SECp43_like; ProSiteProfiles:PS50102:Eukaryotic RNA Recognition Motif (RRM) profile.; Pfam:PF00076:RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); PTHR47640:SF6:POLYADENYLATE-BINDING PROTEIN RBP45A-RELATED; MobiDBLite:consensus disorder prediction; CDD:cd12346:RRM3_NGR1_NAM8_like; G3DSA:3.30.70.330; CDD:cd12344:RRM1_SECp43_like; SUPERFAMILY:SSF54928:RNA-binding domain, RBD; SMART:SM00360:rrm1_1; PANTHER:PTHR47640:TRNA SELENOCYSTEINE 1-ASSOCIATED PROTEIN 1-RELATED-RELATED; GO:0003676:nucleic acid binding; MapolyID:Mapoly0013s0011","Mp8g07840","0.0010001250","20"
"Mp8g07840.6","KOG:KOG0148:Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily), [AJ]; CDD:cd12345:RRM2_SECp43_like; ProSiteProfiles:PS50102:Eukaryotic RNA Recognition Motif (RRM) profile.; MobiDBLite:consensus disorder prediction; CDD:cd12346:RRM3_NGR1_NAM8_like; PANTHER:PTHR47640:TRNA SELENOCYSTEINE 1-ASSOCIATED PROTEIN 1-RELATED-RELATED; CDD:cd12344:RRM1_SECp43_like; G3DSA:3.30.70.330; PTHR47640:SF6:POLYADENYLATE-BINDING PROTEIN RBP45A-RELATED; SMART:SM00360:rrm1_1; Pfam:PF00076:RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); SUPERFAMILY:SSF54928:RNA-binding domain, RBD; GO:0003676:nucleic acid binding; MapolyID:Mapoly0013s0011","Mp8g07840","0.0010001250","20"
"Mp8g07840.7","KOG:KOG0148:Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily), [AJ]; MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS50102:Eukaryotic RNA Recognition Motif (RRM) profile.; CDD:cd12345:RRM2_SECp43_like; SMART:SM00360:rrm1_1; Pfam:PF00076:RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); CDD:cd12344:RRM1_SECp43_like; G3DSA:3.30.70.330; PANTHER:PTHR47640:TRNA SELENOCYSTEINE 1-ASSOCIATED PROTEIN 1-RELATED-RELATED; PTHR47640:SF6:POLYADENYLATE-BINDING PROTEIN RBP45A-RELATED; CDD:cd12346:RRM3_NGR1_NAM8_like; SUPERFAMILY:SSF54928:RNA-binding domain, RBD; GO:0003676:nucleic acid binding; MapolyID:Mapoly0013s0011","Mp8g07840","0.0010001250","20"
"Mp8g07840.8","KOG:KOG0148:Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily), [AJ]; CDD:cd12345:RRM2_SECp43_like; ProSiteProfiles:PS50102:Eukaryotic RNA Recognition Motif (RRM) profile.; PANTHER:PTHR47640:TRNA SELENOCYSTEINE 1-ASSOCIATED PROTEIN 1-RELATED-RELATED; MobiDBLite:consensus disorder prediction; CDD:cd12346:RRM3_NGR1_NAM8_like; CDD:cd12344:RRM1_SECp43_like; PTHR47640:SF6:POLYADENYLATE-BINDING PROTEIN RBP45A-RELATED; SMART:SM00360:rrm1_1; SUPERFAMILY:SSF54928:RNA-binding domain, RBD; G3DSA:3.30.70.330; Pfam:PF00076:RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); GO:0003676:nucleic acid binding; MapolyID:Mapoly0013s0011","Mp8g07840","0.0010001250","20"
"Mp8g07900.1","KOG:KOG1502:Flavonol reductase/cinnamoyl-CoA reductase, [V]; Pfam:PF01370:NAD dependent epimerase/dehydratase family; G3DSA:3.40.50.720; PANTHER:PTHR10366:NAD DEPENDENT EPIMERASE/DEHYDRATASE; CDD:cd08958:FR_SDR_e; PTHR10366:SF575:ALCOHOL DEHYDROGENASE-RELATED; SUPERFAMILY:SSF51735:NAD(P)-binding Rossmann-fold domains; GO:0003824:catalytic activity; MapolyID:Mapoly0155s0027","Mp8g07900","0.0013526798","22"
"Mp8g07910.1","KEGG:K13448:CML, calcium-binding protein CML; KOG:KOG0027:Calmodulin and related proteins (EF-Hand superfamily), [T]; ProSitePatterns:PS00018:EF-hand calcium-binding domain.; SUPERFAMILY:SSF47473:EF-hand; G3DSA:1.10.238.10; ProSiteProfiles:PS50222:EF-hand calcium-binding domain profile.; PTHR10891:SF796:CALCIUM-BINDING PROTEIN CML30-RELATED; SMART:SM00054:efh_1; CDD:cd00051:EFh; PANTHER:PTHR10891:EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN; Pfam:PF13499:EF-hand domain pair; GO:0005509:calcium ion binding; MapolyID:Mapoly0155s0026","Mp8g07910","0.0003651290"," 4"
"Mp8g07920.1","KEGG:K03938:NDUFS5, NADH dehydrogenase (ubiquinone) Fe-S protein 5; PANTHER:PTHR15224:NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 5; PTHR15224:SF6:FIBER PROTEIN FB14; MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0155s0025","Mp8g07920","0.0005714290"," 2"
"Mp8g07930.1","MobiDBLite:consensus disorder prediction; MapolyID:Mapoly0155s0024","Mp8g07930","0.0014050000"," 9"
"Mp8g07940.1","KOG:KOG2258:Glycerophosphoryl diester phosphodiesterase, [C]; PANTHER:PTHR43620:GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE; PTHR43620:SF32:GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE GDPDL3; SUPERFAMILY:SSF51695:PLC-like phosphodiesterases; G3DSA:3.20.20.190:Phosphatidylinositol (PI) phosphodiesterase; Pfam:PF03009:Glycerophosphoryl diester phosphodiesterase family; ProSiteProfiles:PS51704:GP-PDE domain profile.; GO:0006629:lipid metabolic process; GO:0008081:phosphoric diester hydrolase activity; MapolyID:Mapoly0155s0023","Mp8g07940","0.0003999998"," 7"
"Mp8g07950.1","KEGG:K21989:TMEM63, CSC1, calcium permeable stress-gated cation channel; KOG:KOG1134:Uncharacterized conserved protein, [R]; PTHR13018:SF100:CSC1-LIKE PROTEIN ERD4; PANTHER:PTHR13018:PROBABLE MEMBRANE PROTEIN DUF221-RELATED; Coils:Coil; Pfam:PF13967:Late exocytosis, associated with Golgi transport; Pfam:PF14703:Cytosolic domain of 10TM putative phosphate transporter; Pfam:PF02714:Calcium-dependent channel, 7TM region, putative phosphate; GO:0016020:membrane; MapolyID:Mapoly0155s0022","Mp8g07950","0.0004761903"," 5"
"Mp8g07980.1","MapolyID:Mapoly0155s0019","Mp8g07980","0.0003452550"," 5"
"Mp8g07990.1","KEGG:K08653:MBTPS1, membrane-bound transcription factor site-1 protease [EC:3.4.21.112]; KOG:KOG4266:Subtilisin kexin isozyme-1/site 1 protease, subtilase superfamily, [O]; G3DSA:3.40.50.200; MobiDBLite:consensus disorder prediction; ProSiteProfiles:PS51892:Serine proteases, subtilase domain profile.; ProSitePatterns:PS00137:Serine proteases, subtilase family, histidine active site.; CDD:cd07479:Peptidases_S8_SKI-1_like; ProSitePatterns:PS00138:Serine proteases, subtilase family, serine active site.; PTHR43806:SF7:MEMBRANE-BOUND TRANSCRIPTION FACTOR SITE-1 PROTEASE; PRINTS:PR00723:Subtilisin serine protease family (S8) signature; SUPERFAMILY:SSF52743:Subtilisin-like; Pfam:PF00082:Subtilase family; PANTHER:PTHR43806:PEPTIDASE S8; GO:0008236:serine-type peptidase activity; GO:0006508:proteolysis; GO:0004252:serine-type endopeptidase activity; MapolyID:Mapoly0155s0018","Mp8g07990","0.0005608771","17"
